id;login;cabinet;dmaj;recordstatus;ddebut;dfin
72;cbiard;seurre;2018-09-21 17:08:48;1;2013-01-06;2018-09-21
2821;cbiard;saintvictor;2018-09-04 09:56:11;0;2018-09-04;
73;cbichon;lussac;2015-04-30 18:52:34;0;2015-02-16;
3079;cbichon;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
74;cbichon;verrieres;2015-04-30 18:52:34;0;2015-02-18;
79;cbindel;woerth;2015-04-30 18:52:34;0;2014-10-02;
78;cbindel;ingwiller;2015-04-30 18:52:34;0;2014-10-07;
2976;cbindel;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2784;cbiron;luant;2018-08-29 18:02:26;0;2018-08-29;
2785;cbiron;deols;2018-08-29 18:04:06;0;2018-08-29;
3639;cbiron;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
80;cblain;millau;2015-04-30 18:52:34;0;2014-09-01;
2977;cblain;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2998;cblanc;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2811;cblanc;planguenoual;2018-09-27 18:06:38;1;2018-08-30;2018-09-27
2809;cblanc;saintgeorgesdeluzencon;2018-08-30 13:24:55;0;2018-08-30;
2788;cbonin;fontainebleau;2018-08-29 18:10:17;0;2018-08-29;
3063;cbonin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3584;cbourrel;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2714;cbourrel;saintleon;2018-07-05 17:56:13;0;2018-07-05;
2713;cbourrel;nailloux;2018-07-05 17:53:32;0;2018-07-05;
3118;cboutin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3483;cbraun;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2484;cbraun;schirmeck;2018-01-08 16:06:52;0;2018-01-08;
2485;cbraun;Lutzelhouse;2018-01-08 16:10:47;0;2018-01-08;
3392;cbringer;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1152;cbringer;lepuy;2017-10-03 16:10:38;0;2017-10-03;
3035;cbriola;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
107;cbriola;larochesuryon2;2015-04-30 18:52:34;0;2015-01-20;
2674;cbriola;stdenislachevasse;2018-06-13 12:25:34;0;2018-06-13;
113;cbrouard;scorbe;2015-04-30 18:52:34;0;2009-09-04;
2894;cbrouard;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
112;cbrouard;Lencloitre;2015-04-30 18:52:34;0;2009-07-15;
2456;cbruyneel;tourraine;2017-11-22 16:28:54;0;2017-11-22;
3466;cbruyneel;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
573;cburdet;Chambery1;2017-09-06 08:34:24;1;2009-02-16;2017-09-06
2873;cburdet;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
958;ccalandre;grenoblejardin;2017-03-10 12:15:49;0;2017-03-10;
3354;ccalandre;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
890;ccarbon;tossiat;2016-12-12 12:32:53;0;2016-12-12;
3327;ccarbon;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
692;ccarmo;venissieuxferry;2018-05-14 15:55:33;0;2018-05-14;
692;ccarmo;venissieuxferry;2018-05-14 15:55:33;0;2016-04-25;
2895;ccarmo;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
692;ccarmo;venissieuxferry;2018-05-14 15:55:33;0;2016-12-20;
3145;ccettour;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
513;ccettour;aubenas;2015-09-01 15:26:45;0;2015-09-01;
691;ccharton;senones;2016-04-22 14:47:02;0;2016-04-22;
829;ccharton;baccarat2;2016-10-12 16:53:10;0;2016-10-12;
3214;ccharton;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
828;ccharton;baccarat1;2016-10-12 16:52:25;0;2016-10-12;
827;ccharton;stdie;2016-10-12 16:46:44;0;2016-10-12;
620;cchaussy;ferneyvoltaire;2018-06-08 13:03:38;1;2016-02-04;2018-06-08
3197;cchaussy;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2761;cchauvet;neuvilledupoitou;2018-08-29 12:47:56;0;2018-08-29;
3610;cchauvet;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3116;cchermat;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
127;cchermat;chatelaudren;2015-04-30 18:52:34;0;2015-06-01;
720;cchevrier;epinalrenan;2016-06-03 14:42:01;0;2016-06-03;
3242;cchevrier;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3585;ccoppola;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2681;ccoppola;rasteau;2018-06-13 18:34:36;0;2018-06-13;
2808;ccoquantif;marseille15;2018-08-30 12:30:48;0;2018-08-30;
3612;ccoquantif;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
907;ccousin;stjeandebraye;2017-01-11 15:45:10;0;2017-01-11;
3334;ccousin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
136;ccuinet;beure;2015-04-30 18:52:34;0;2015-04-08;
501;ccuinet;besanconclemenceau;2017-01-04 09:56:02;1;2015-08-05;2017-01-04
3119;ccuinet;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
140;ccurtil;montchanin;2015-04-30 18:52:34;0;2015-03-27;
3076;ccurtil;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
989;cdaunan;nerac;2017-04-19 11:53:59;0;2017-04-19;
991;cdaunan;mezin;2017-04-19 11:57:40;0;2017-04-19;
990;cdaunan;barbaste;2017-04-19 11:55:11;0;2017-04-19;
3370;cdaunan;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3331;cdegletagne;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
917;cdegletagne;Mezeriat;2017-01-19 15:19:14;0;2017-01-19;
3084;cdegos;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
635;cdegos;labrit;2016-02-25 13:46:40;0;2014-12-03;
145;cdegos;villeneuvedemarsan;2018-04-10 17:36:43;1;2015-02-13;2018-04-10
3185;cdelachesnais;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
690;cdelachesnais;zTest;2016-04-21 15:57:00;0;2016-04-21;
3372;cdelauzun;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
996;cdelauzun;pontstespritliberation;2017-04-19 13:05:28;0;2017-04-19;
995;cdelauzun;pontstespritdoumergue;2017-04-19 13:03:37;0;2017-04-19;
997;cdelauzun;stjulienpeyrolas;2017-04-19 13:09:42;0;2017-04-19;
1063;cdemontant;rambervillers;2017-07-24 14:49:04;0;2017-07-24;
1065;cdemontant;archettes;2017-07-29 22:21:01;0;2017-07-29;
3403;cdemontant;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3137;cdenais;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
493;cdenais;epagny;2015-06-26 09:38:37;0;2015-07-24;
2612;cdesayvre;villedoux;2018-04-16 16:59:42;0;2018-04-16;
3543;cdesayvre;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2611;cdesayvre;saintxandre;2018-04-16 16:48:25;0;2018-04-16;
155;cdevos;Coullons;2017-09-05 17:51:23;1;2013-08-14;2017-09-05
158;cdevos;gienpaulin;2017-09-05 17:54:37;1;2013-08-13;2017-09-05
2936;cdevos;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
156;cdevos;gien2;2017-09-05 17:52:01;1;2013-08-05;2017-09-05
157;cdevos;gienjeannedarc;2017-09-05 17:54:22;1;2013-08-22;2017-09-05
738;cdevos;mspgien;2017-11-21 11:09:43;1;2016-07-04;2017-11-21
3446;cdewaele;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1157;cdewaele;valdeblore;2017-10-04 09:43:41;0;2017-10-04;
2522;cdewaele;stmartinvesubie;2018-01-30 15:16:20;0;2018-01-30;
1156;cdewaele;stsauveurtinee;2017-12-14 11:07:03;1;2017-10-04;2017-12-14
2876;cdibenedetto;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
159;cdibenedetto;amberieu;2015-04-30 18:52:34;0;2011-10-11;
162;cdony;Lyonbeauvisage;2015-04-30 18:52:34;0;2013-10-09;
161;cdony;Lyonarrachart;2015-04-30 18:52:34;0;2013-10-04;
2937;cdony;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2520;cdubois;buxerollesme;2018-01-29 13:42:47;0;2018-01-29;
3504;cdubois;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2519;cdubois;buxerolles;2018-01-29 13:38:41;0;2018-01-29;
2521;cdubois;lavilledieu;2018-01-29 13:45:23;0;2018-01-29;
1088;cdumon;brignoud;2017-08-30 14:07:52;1;2017-08-30;2017-08-30
3410;cdumon;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1087;cdumon;lecheylas;2017-08-30 14:08:46;1;2017-08-30;2017-08-30
1083;cdumon;auxon;2017-08-30 12:16:57;0;2017-08-30;
486;cfariello;saulieu;2018-04-10 15:56:17;1;2015-05-19;2018-04-10
3132;cfariello;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3333;cfau;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
905;cfau;vendome;2017-01-11 15:25:23;0;2017-01-11;
3533;cfavrole;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2589;cfavrole;bussacforet;2018-03-22 10:30:19;0;2018-03-22;
179;cferrant;saintangeau;2015-04-30 18:52:34;0;2014-10-01;
3032;cferrant;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
180;cferrant;saintangeauroudy;2018-04-10 15:13:35;1;2014-10-02;2018-04-10
592;cferrant;champagnemouton;2018-03-08 11:15:29;1;2014-12-18;2018-03-08
879;cferrant;ruffec-mois-sans-tabac;2016-11-14 16:01:58;0;2016-11-14;
874;cferrant;angouleme-mois-sans-tabac;2016-11-14 16:01:15;1;2016-11-10;2016-11-14
3111;cfleury;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
181;cfleury;descartes;2015-04-30 18:52:34;0;2015-01-21;
881;cfourneau;chauvignyservon;2016-11-21 10:32:22;0;2016-11-21;
186;cfourneau;Poitiers;2017-01-20 18:14:13;1;2013-07-12;2017-01-20
185;cfourneau;bignoux;2015-04-30 18:52:34;0;2014-11-28;
2913;cfourneau;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1969;cfourneau;moissanstabac2017;2017-10-11 11:40:37;0;2017-09-04;
2993;cfradeaud;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2914;cfreire;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
190;cfreire;rochette;2015-04-30 18:52:34;0;2015-03-20;
2637;cfreire;yenne;2018-05-03 15:52:16;1;2018-05-02;2018-05-03
189;cfreire;Chambery2;2015-04-30 18:52:34;0;2013-09-17;
191;cfreire;Saint-Alban;2015-04-30 18:52:34;0;2013-09-17;
192;cfreire;saint-jean;2015-04-30 18:52:34;0;2013-09-17;
199;cgagogago;yenne;2018-01-10 17:16:21;1;2014-10-14;2018-01-10
196;cgagogago;belley;2018-04-09 16:36:53;1;2014-10-15;2018-04-09
197;cgagogago;belley2;2018-04-09 16:36:38;1;2014-10-16;2018-04-09
198;cgagogago;belleygranderue;2018-04-09 16:36:59;1;2015-02-12;2018-04-09
2915;cgagogago;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2995;cgibard;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
210;cgibard;boussac;2015-04-30 18:52:34;0;2015-01-15;
2865;cgoubeau;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
213;cgoubeau;Dominault;2015-04-30 18:52:34;0;2006-05-29;
214;cgoubeau;saintloup;2018-04-16 15:50:38;1;2015-01-09;2018-04-16
215;cgrenier;neufchatel;2015-04-30 18:52:34;0;2015-01-15;
3060;cgrenier;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1142;cgroulard;ambierle;2017-09-28 17:20:19;0;2017-09-28;
3223;cgroulard;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
668;cgroulard;estreaux;2016-04-05 19:31:38;0;2016-04-05;
1100;cguillamo;saulcysurmeurthe;2017-08-30 17:10:39;0;2017-08-30;
1099;cguillamo;fraize;2017-08-30 16:50:19;0;2017-08-30;
1101;cguillamo;plainfaing;2017-08-30 17:14:28;0;2017-08-30;
3422;cguillamo;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3517;challard;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2554;challard;vallet;2018-03-02 09:20:14;0;2018-03-02;
731;chergue;Targon;2016-06-20 19:27:18;0;2016-06-20;
3247;chergue;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2899;cherisson;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
223;cherisson;brieuc1;2015-04-30 18:52:34;0;2013-09-09;
611;cherisson;chatelaudren2;2016-01-27 18:15:03;0;2018-07-27;
224;cherisson;brieuc2;2018-07-26 20:03:42;1;2013-09-09;2018-07-26
2618;chumbert;deyvillers;2018-04-26 15:59:25;0;2018-04-26;
3545;chumbert;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2774;chyvert;grenoblemistral;2018-08-29 13:54:03;0;2018-08-29;
3670;chyvert;grenoblerhinetdanube;2018-10-18 11:08:29;0;2018-10-18;
3637;chyvert;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3477;cjouannes;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2473;cjouannes;cluis;2017-12-13 12:28:18;0;2017-12-13;
242;cjoubaire;venarey2;2015-04-30 18:52:34;0;2013-05-02;
240;cjoubaire;sombernonmercusot;2018-04-10 16:25:17;1;2014-12-16;2018-04-10
2953;cjoubaire;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2704;cjoubaire;seurre;2018-07-02 10:00:34;0;2018-07-02;
794;cjoubaire;montbard;2018-07-02 09:59:52;1;2016-09-23;2018-07-02
239;cjoubaire;semur;2018-07-26 14:59:08;1;2014-09-11;2018-07-26
460;cjoubaire;vitteaux;2018-03-08 09:58:23;1;2013-05-02;2018-03-08
241;cjoubaire;venarey;2018-04-10 17:15:42;1;2013-05-02;2018-04-10
2705;cjoubaire;aubin;2018-07-02 10:01:53;0;2018-07-02;
3099;cjulien;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2748;cjulien;vaulxenvelin;2018-08-20 16:03:54;0;2018-08-20;
243;cjulien;saintfons;2018-08-20 16:14:56;1;2015-06-03;2018-08-20
245;ckerbellec;plelan;2015-04-30 18:52:34;0;2015-03-13;
3086;ckerbellec;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
244;ckerbellec;baulon;2015-04-30 18:52:34;0;2015-01-15;
3143;cklein;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
511;cklein;strasbourgneuhof;2015-09-01 11:27:17;0;2015-07-27;
2685;clab;baumelesdames;2018-06-14 17:17:08;0;2018-06-14;
3591;clab;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2694;clab;besancongranderue;2018-06-15 18:34:46;0;2018-06-15;
2684;clab;misereysalines;2018-06-14 17:12:53;0;2018-06-14;
251;clacave;Plombieres;2015-04-30 18:52:34;0;2013-08-19;
252;clacave;valdajol;2018-04-10 17:01:00;1;2013-08-19;2018-04-10
638;clacave;epinalpasseur;2016-02-29 16:40:12;0;2016-02-29;
250;clacave;Epinal;2015-04-30 18:52:34;0;2013-08-19;
253;clacave;valdajol2;2015-04-30 18:52:34;0;2013-09-10;
2900;clacave;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3487;clacroix;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2493;clacroix;roannecooperation;2018-01-09 18:43:29;0;2018-01-09;
2490;clacroix;roannebrison;2018-01-09 18:08:52;0;2018-01-09;
1155;clebellec;bourgenbressesansevero;2017-10-04 09:04:56;0;2017-10-04;
545;clebellec;stetiennedubois;2015-10-05 15:57:32;0;2015-11-10;
3166;clebellec;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3254;clebrat;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
728;clebrat;conflanssurlanterne;2016-06-17 10:38:01;0;2016-06-17;
3652;clecan;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2861;clecan;ballonsaintmars;2018-09-28 10:56:37;0;2018-09-28;
297;cleprou;descartes;2017-04-03 15:33:28;1;2015-09-01;
2680;cleung;semur;2018-06-13 18:29:12;0;2018-06-13;
3588;cleung;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2679;cleung;montbard;2018-06-13 18:28:29;0;2018-06-13;
818;cloaec;lemee;2016-10-05 16:10:59;0;2016-10-05;
3297;cloaec;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
317;cmaillard;forges;2015-04-30 18:52:34;0;2015-04-30;
3179;cmaillard;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1153;cmalabre;Marsac;2017-10-03 17:48:15;0;2017-10-03;
3444;cmalabre;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
893;cmalavieille;regny;2018-04-10 18:39:10;1;2016-12-13;2018-04-10
3004;cmalavieille;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
320;cmalavieille;stst;2015-04-30 18:52:34;0;2013-09-05;
1051;cmarguin;romenay;2017-06-28 10:32:22;0;2017-06-28;
3398;cmarguin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3389;cmarie;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1037;cmarie;albigny;2017-05-31 11:34:32;0;2017-05-31;
3399;cmartignoni;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2556;cmartignoni;montceauesculape;2018-03-02 18:29:09;0;2018-03-02;
1052;cmartignoni;chalonsursaone;2017-06-28 10:40:45;0;2017-06-28;
2487;cmartins;broutvernet;2018-01-09 17:14:41;0;2018-01-09;
3484;cmartins;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2803;cmorvan;lignyleribault;2018-08-29 19:02:20;0;2018-08-29;
3627;cmorvan;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2802;cmorvan;orleanfournier;2018-08-29 18:58:08;0;2018-08-29;
3342;cmourlon;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
928;cmourlon;zTest;2017-01-25 14:38:04;0;2017-01-25;
3190;cmusset;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
648;cmusset;massat;2016-03-14 10:08:12;0;2016-03-14;
605;cmusset;seix;2018-09-27 16:25:32;1;2016-01-25;
1006;cmyotte;metabief;2017-04-20 11:19:16;0;2017-04-20;
2479;cmyotte;doubs;2017-12-30 10:24:47;0;2017-12-30;
3378;cmyotte;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1005;cmyotte;mouthe;2017-04-20 11:09:58;0;2017-04-20;
1007;cmyotte;oyeetpallet;2017-04-20 11:20:55;0;2017-04-20;
2961;cnadeau;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
355;cnadeau;gabarret;2015-04-30 18:52:34;0;2014-06-11;
40;cnicolet;belfort;2018-05-09 20:41:31;1;2014-11-01;2018-05-09
359;cniore;romilly58;2015-04-30 18:52:34;0;2014-05-16;
2942;cniore;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
59;cobeauvallet;Lezay3;2017-04-03 15:32:33;1;2013-01-28;2015-06-22
3628;cocana;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2855;cocana;lareole;2018-09-25 17:49:49;0;2018-09-25;
2855;cocana;lareole;2018-09-25 17:49:49;0;2018-09-25;
469;comaufras;Chize;2016-04-18 11:19:05;0;2012-12-17;
2886;comaufras;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2481;comaufras;cellessurbelle;2018-01-04 17:37:55;0;2018-01-04;
598;comaufras;melle;2016-01-18 15:04:36;0;2016-01-18;
2926;cozanne;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2904;cpacaud;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
364;cpacaud;Chatillon;2015-04-30 18:52:34;0;2013-02-01;
2476;cpagnier;chace;2017-12-14 10:55:21;0;2017-12-14;
3479;cpagnier;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3350;cpavailler;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
950;cpavailler;grenoblearlequin;2017-03-08 17:07:04;0;2017-03-08;
2854;cperducat;labredelois;2018-09-25 15:59:49;0;2018-09-25;
3649;cperducat;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2754;cperrin;amberthenriIv;2018-08-22 15:03:37;0;2018-08-22;
2756;cperrin;ambertlamasse;2018-08-22 15:11:52;0;2018-08-22;
3602;cperrin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3016;cpetit;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3401;cpitiot;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1055;cpitiot;cunlhat1;2017-06-28 12:45:59;0;2017-06-28;
1070;cpitiot;Joze;2017-08-09 15:54:47;0;2017-08-09;
1054;cpitiot;puydedome;2018-04-12 16:09:01;1;2017-06-28;2018-04-12
863;cpotin;saintmontanbauvache;2018-04-10 15:31:19;1;2016-11-09;2018-04-10
3317;cpotin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
940;cpotin;bourgstandeol4;2018-01-25 10:02:36;1;2017-02-22;2018-01-25
859;cpotin;saintmontanchalamel;2018-07-26 20:03:21;1;2016-11-09;2018-07-26
937;cpotin;bourgstandeol30;2018-01-25 10:08:11;1;2017-02-22;2018-01-25
3205;cquessard;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
637;cquessard;saintpierre;2016-02-25 15:18:35;0;2016-02-25;
971;craballand;stbadolph;2017-03-23 19:25:05;0;2017-03-23;
3267;craballand;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
760;craballand;lesmarches;2016-08-29 18:23:29;0;2016-08-29;
3108;cramtahal;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
379;cramtahal;barbusse;2015-04-30 18:52:34;0;2015-04-03;
591;cregien;stjeandebraye;2015-12-30 15:41:02;0;2015-12-30;
3184;cregien;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1068;cremaud;angoulemelavalette;2017-08-09 14:54:38;0;2017-08-09;
386;cremaud;roumazieres;2017-11-02 11:57:04;1;2013-10-02;2017-11-02
595;cremaud;Espagnac2;2017-11-02 11:56:32;1;2013-09-16;2017-11-02
387;cremaud;saintlaurent;2017-11-02 11:57:34;1;2013-10-01;2017-11-02
869;cremaud;confolens-mois-sans-tabac;2017-10-13 11:42:08;1;2016-11-10;2017-10-13
2927;cremaud;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
773;crepond;mercus;2016-08-31 18:36:17;0;2016-08-31;
945;crepond;tarascon;2017-02-24 14:31:04;0;2017-02-24;
3274;crepond;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2966;criolet;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
797;criolet;villeurbanne;2017-07-19 14:07:56;1;2016-09-27;2017-07-19
398;criolet;castressidobre;2016-09-27 16:01:43;1;2014-07-21;2016-09-27
865;criolet;Scorbe;2016-12-22 16:01:29;1;2016-11-09;2016-12-22
1032;criolet;ferneyvoltaire;2017-05-23 15:18:09;0;2018-06-08;
1032;criolet;ferneyvoltaire;2017-05-23 15:18:09;0;2017-05-23;
397;criolet;castresoult;2016-09-27 16:02:07;1;2014-08-05;2016-09-27
403;crouch;roquefortlespins;2015-04-30 18:52:34;0;2015-01-27;
3073;crouch;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
404;crouch;valbonne;2016-06-02 14:43:05;1;2014-10-08;2016-06-02
1140;crouget;rumilly;2017-09-27 18:08:07;0;2017-09-27;
3438;crouget;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1027;crouquette;marssacsurtarn;2017-05-17 17:55:22;0;2017-05-17;
3302;crouquette;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
835;crouquette;graulhet;2016-10-21 20:26:12;0;2016-10-21;
2765;croux;marseille15;2018-08-29 13:08:50;0;2018-08-29;
3604;croux;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3663;csageaux;labastidesaintpierre;2018-10-16 17:48:27;0;2018-10-16;
3404;csmith;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
926;csoulie;voironbecquart;2017-02-02 16:59:44;0;2017-01-24;
3341;csoulie;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2967;csubtil;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
420;csubtil;lecheylard;2018-04-10 10:24:00;1;2015-03-04;2018-04-10
3606;csylvain;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
752;ctouzet;stmartinoney;2016-08-05 15:06:46;0;2016-08-05;
3238;ctouzet;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
1128;ctriboulin;valencekoharian;2017-09-11 11:41:21;0;2017-09-11;
1011;ctriboulin;montoison;2017-05-03 11:00:03;0;2017-05-03;
3380;ctriboulin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3463;ctroncy;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2453;ctroncy;Amplepuis;2017-11-22 16:22:53;0;2017-11-22;
3544;cvanmaercken;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2617;cvanmaercken;argentonsurcreuse;2018-04-26 15:52:51;0;2018-04-26;
617;cvernin;saintjustchevalet;2016-02-03 10:37:45;0;2018-07-27;
435;cvernin;cremeaux;2015-04-30 18:52:34;0;2015-05-06;
618;cvernin;lessalles;2016-02-03 10:43:18;0;2018-07-27;
3127;cvernin;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
436;cvernin;saintmartin;2015-04-30 18:52:34;0;2015-10-12;
3642;cverrier;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
2807;cverrier;orleans;2018-08-30 10:08:44;0;2018-08-30;
3109;cwisnicki;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
446;cwisnicki;chantelle;2015-04-30 18:52:34;0;2015-04-07;
31;dallaire;cunlhat1;2016-04-18 11:57:07;1;2014-10-08;2016-04-18
30;dallaire;augerolles;2015-04-30 18:52:34;0;2015-01-09;
3061;dallaire;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
933;darnaud;stmdmmollard;2017-02-10 11:45:01;0;2017-02-10;
3343;darnaud;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
789;dbalezo;semalens;2016-09-19 19:41:02;0;2016-09-19;
788;dbalezo;soual;2016-09-19 19:37:14;0;2016-09-19;
3279;dbalezo;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
3101;dbaux;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
594;dbaux;gennevilliers;2016-01-14 11:00:10;0;2018-07-26;
568;dbaux;gennevillierspaix;2016-09-07 09:14:51;1;2015-03-06;2016-09-07
56;dbeauchene;montreuil;2015-04-30 18:52:34;0;2015-02-24;
3046;dbeauchene;moissanstabac2018;2018-10-04 18:53:25;0;2018-10-04;
